title,listed_in,rating,duration,seasons,International TV Shows, TV Dramas, TV Mysteries,Crime TV Shows, International TV Shows, TV Action & Adventure,Docuseries, Reality TV, Romantic TV Shows, TV Comedies,TV Dramas, TV Horror,British TV Shows, Docuseries, Crime TV Shows,TV Comedies, Spanish-Language TV Shows, TV Thrillers,Kids' TV, TV Sci-Fi & Fantasy,Reality TV,Anime Series, Kids' TV, Korean TV Shows, Science & Nature TV, Teen TV Shows,TV Shows,TV Action & Adventure,Stand-Up Comedy & Talk Shows,Classic & Cult TV, Stand-Up Comedy & Talk Shows,Romantic TV Shows,TV Horror,Spanish-Language TV Shows, Classic & Cult TV,TV Sci-Fi & Fantasy,Cluster,PCA1,PCA2,Cluster_Label
Teasing Master Takagi-san,"['Anime Series', ' International TV Shows', ' Romantic TV Shows']",5,1 Season,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.6972842184473966,-0.9617071400778455,Family/Kids Shows
The Chosen One,"['International TV Shows', ' TV Dramas', ' TV Mysteries']",4,2 Seasons,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0136487126751255,-0.40060292760186944,Mixed Genre Epics
The Confession Killer,"['Crime TV Shows', ' Docuseries']",2,1 Season,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.4207125937223573,-1.9356864708819688,Family/Kids Shows
Three Days of Christmas,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Dramas']",4,1 Season,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6673767977130205,-0.9958731285627366,Short Comedies
Triad Princess,"['Crime TV Shows', ' International TV Shows', ' Romantic TV Shows']",4,1 Season,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.3569173987853648,-1.8164623766895471,Family/Kids Shows
V Wars,"['TV Action & Adventure', ' TV Dramas', ' TV Horror']",4,1 Season,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1.2527973724987496,0.504974655807903,Mixed Genre Epics
The Last O.G.,['TV Comedies'],4,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.18639768965806439,0.7061432262743017,Mixed Genre Epics
The Prince of Tennis ~ Match! Tennis Juniors ~,"['International TV Shows', ' TV Dramas', ' Teen TV Shows']",5,1 Season,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.62341376294865,-0.14306549785271933,Mixed Genre Epics
The Road to Love,"['International TV Shows', ' Romantic TV Shows', ' Spanish-Language TV Shows']",2,1 Season,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3707168703512194,-1.497910339655266,Short Comedies
Nightflyers,"['TV Horror', ' TV Mysteries', ' TV Sci-Fi & Fantasy']",4,1 Season,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.8697424663067651,1.3637439642222422,Mixed Genre Epics
Eastsiders,"['TV Comedies', ' TV Dramas']",4,4 Seasons,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.37062770505908604,0.4462357617169008,Mixed Genre Epics
Space Jungle,"[""Kids' TV"", ' Korean TV Shows', ' TV Comedies']",6,2 Seasons,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3697291045177755,2.9111670788323867,Drama-heavy Long Series
Chocolate,"['International TV Shows', ' Korean TV Shows', ' Romantic TV Shows']",2,1 Season,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0257646441270967,-1.0960062282392709,Short Comedies
Chip and Potato,"[""Kids' TV""]",6,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7809297629848668,2.487560725384881,Drama-heavy Long Series
La Reina del Sur,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']",4,2 Seasons,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.3128822779772755,-1.8846195779732897,Family/Kids Shows
The Charming Stepmom,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",2,1 Season,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.647892943373071,-0.3721514403688589,Short Comedies
Levius,"['Anime Series', ' International TV Shows']",2,1 Season,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.3217079523328674,-1.4897817414986598,Family/Kids Shows
Lugar de Mulher,"['International TV Shows', ' Stand-Up Comedy & Talk Shows', ' TV Comedies']",4,1 Season,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.883996345571932,0.6183838360102626,Short Comedies
Merry Happy Whatever,['TV Comedies'],5,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.29744232301286666,0.899255946455158,Mixed Genre Epics
Mythomaniac,"['International TV Shows', ' TV Comedies', ' TV Dramas']",4,1 Season,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9445528707348723,0.12988577072367055,Short Comedies
The Crime,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",4,2 Seasons,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.8112620158153366,-1.8088024980142179,Family/Kids Shows
Zona Rosa,"['International TV Shows', ' Spanish-Language TV Shows', ' Stand-Up Comedy & Talk Shows']",4,1 Season,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.6068202725500802,-0.5073750632761447,Short Comedies
Once Upon A Time In Lingjian Mountain,"['International TV Shows', ' TV Comedies', ' TV Sci-Fi & Fantasy']",2,1 Season,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8945543769116768,0.6565117200455991,Short Comedies
Dolly Parton's Heartstrings,['TV Dramas'],2,1 Season,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.15500077039265764,0.09007066537542906,Mixed Genre Epics
Nailed It! Holiday!,['Reality TV'],5,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.40876043315297517,1.00303952942972,Family/Kids Shows
Narcoworld: Dope Stories,"['Crime TV Shows', ' Docuseries']",4,1 Season,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.6966142382292069,-1.3331572464092807,Family/Kids Shows
Nobody's Looking,"['International TV Shows', ' TV Comedies', ' TV Dramas']",4,1 Season,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9445528707348723,0.12988577072367055,Short Comedies
Singapore Social,"['International TV Shows', ' Reality TV']",4,1 Season,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8883135212309925,-0.27764678833939166,Short Comedies
The Dragon Prince,"[""Kids' TV"", ' TV Action & Adventure', ' TV Sci-Fi & Fantasy']",7,3 Seasons,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5535557138950488,3.6695529292826485,Drama-heavy Long Series
Trolls: The Beat Goes On!,"[""Kids' TV"", ' TV Comedies']",7,8 Seasons,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6939241352557186,4.011467260613112,Drama-heavy Long Series
Bangkok Buddies,"['International TV Shows', ' TV Comedies', ' TV Dramas']",4,1 Season,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9445528707348723,0.12988577072367055,Short Comedies
Holiday Secrets,"['International TV Shows', ' TV Dramas']",4,1 Season,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5581592873605639,-0.4438447999352884,Mixed Genre Epics
Who Killed Little Gregory?,"['Crime TV Shows', ' Docuseries', ' International TV Shows']",4,1 Season,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2.465490974978514,-2.2340346713429193,Family/Kids Shows
Miss Culinary,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",2,1 Season,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.647892943373071,-0.3721514403688589,Short Comedies
Candy Online,"['International TV Shows', ' TV Dramas', ' Teen TV Shows']",4,1 Season,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.7613645852020747,-0.4443301100890635,Mixed Genre Epics
At the Dolphin Bay,"['International TV Shows', ' Romantic TV Shows']",2,1 Season,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.2614993599987625,-0.9458820110278178,Short Comedies
I'm with the Band: Nasty Cherry,['Reality TV'],4,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.24390342200092782,0.593623025137888,Family/Kids Shows
Inheritors,"['International TV Shows', ' Korean TV Shows', ' Romantic TV Shows']",2,1 Season,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0257646441270967,-1.0960062282392709,Short Comedies
K-On!,"['Anime Series', ' Teen TV Shows']",5,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,-0.7903845734009475,0.4225561020457235,Family/Kids Shows
La Robe De Mariee Des Cieux,"['International TV Shows', ' Romantic TV Shows']",4,1 Season,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9855977154919138,-0.3433527865551299,Short Comedies
Llama Llama,"[""Kids' TV""]",6,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7809297629848668,2.487560725384881,Drama-heavy Long Series
My MVP Valentine,"['International TV Shows', ' Romantic TV Shows', ' TV Dramas']",5,1 Season,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4584846657528834,-0.5182994229871621,Short Comedies
My Sassy Girl,"['International TV Shows', ' Korean TV Shows', ' Romantic TV Shows']",2,1 Season,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0257646441270967,-1.0960062282392709,Short Comedies
The Club,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']",4,1 Season,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.2859760890786531,-1.9927714700287775,Family/Kids Shows
The Stranded,"['International TV Shows', ' TV Action & Adventure', ' TV Dramas']",4,1 Season,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.6654527134180794,-0.3242130254555925,Mixed Genre Epics
The Toys That Made Us,"['Docuseries', ' Reality TV']",2,3 Seasons,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.5057172969316739,-0.4103913117356469,Family/Kids Shows
The Yard,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",4,2 Seasons,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.8112620158153366,-1.8088024980142179,Family/Kids Shows
Westside Story,"['International TV Shows', ' Romantic TV Shows', ' TV Action & Adventure']",2,1 Season,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3687927860562783,-0.8262502365481219,Short Comedies
My Dear Warrior,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",2,1 Season,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.647892943373071,-0.3721514403688589,Short Comedies
Maradona in Mexico,"['Docuseries', ' Spanish-Language TV Shows']",4,1 Season,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.5595810596736455,-0.2661809629289031,Family/Kids Shows
Chief of Staff,"['International TV Shows', ' Korean TV Shows', ' TV Dramas']",2,2 Seasons,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.571420027097125,-1.0883463495639416,Short Comedies
Put Your Head on My Shoulder,"['International TV Shows', ' Romantic TV Shows', ' Teen TV Shows']",2,1 Season,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.4647046578402736,-0.9463673211815928,Short Comedies
Little Things,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",4,3 Seasons,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3181789210689763,0.44668156821480476,Short Comedies
Greatest Events of WWII in Colour,"['British TV Shows', ' Docuseries', ' International TV Shows']",2,1 Season,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2.789501769338131,-2.413234357108217,Family/Kids Shows
Green Eggs and Ham,"[""Kids' TV"", ' TV Action & Adventure', ' TV Comedies']",7,1 Season,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3982873869078452,3.374035790704392,Drama-heavy Long Series
Wild District,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']",4,2 Seasons,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.3128822779772755,-1.8846195779732897,Family/Kids Shows
SCAMS,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",2,1 Season,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.5084541824098646,-2.5194836145423944,Family/Kids Shows
Sam & Cat,"[""Kids' TV"", ' TV Comedies']",5,2 Seasons,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25658535735713367,2.760026683807496,Drama-heavy Long Series
The End of the F***ing World,"['British TV Shows', ' International TV Shows', ' TV Comedies']",4,2 Seasons,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.635618643821891,-0.33553113997949174,Family/Kids Shows
Meet the Adebanjos,"['British TV Shows', ' International TV Shows', ' TV Comedies']",5,3 Seasons,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.800475654973938,0.07388536431234037,Family/Kids Shows
The Devil Next Door,"['Crime TV Shows', ' Docuseries']",4,1 Season,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.6966142382292069,-1.3331572464092807,Family/Kids Shows
Bella and the Bulldogs,"[""Kids' TV"", ' TV Comedies']",3,1 Season,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046222476048338325,2.0493455672793193,Drama-heavy Long Series
Victorious,"[""Kids' TV"", ' TV Comedies']",3,3 Seasons,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00758990174890674,2.2656493513902953,Drama-heavy Long Series
A Year In Space,"['Docuseries', ' International TV Shows', ' Science & Nature TV']",5,1 Season,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-2.4414070359057463,-0.48308567640394134,Family/Kids Shows
Ad Vitam,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",4,1 Season,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.7843558269167142,-1.916954390069706,Family/Kids Shows
Billy on the Street,"['International TV Shows', ' Reality TV', ' TV Comedies']",2,4 Seasons,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4698901824162829,0.018010234013342823,Short Comedies
CLANNAD,"['Anime Series', ' Teen TV Shows']",5,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,-0.7903845734009475,0.4225561020457235,Family/Kids Shows
Haikyu!!,"['Anime Series', ' International TV Shows', ' Teen TV Shows']",2,2 Seasons,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,-1.1454088433899792,-1.382115159596947,Family/Kids Shows
"Love, Chunibyo & Other Delusions!","['Anime Series', ' Romantic TV Shows', ' Teen TV Shows']",5,2 Seasons,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.2478916272447978,0.046836866757505556,Family/Kids Shows
Maid-Sama!,"['Anime Series', ' Romantic TV Shows']",2,1 Season,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4854449850621841,-0.9646235518532393,Short Comedies
Mobile Suit Gundam: Iron-Blooded Orphans,"['Anime Series', ' International TV Shows']",2,2 Seasons,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.34861414123149,-1.381629849443172,Family/Kids Shows
Queer Eye: We're in Japan!,"['International TV Shows', ' Reality TV']",2,1 Season,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1642151657378421,-0.8801760128120796,Short Comedies
The Boulet Brothers Dragula,['Reality TV'],4,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.27080961089955036,0.7017749171933758,Family/Kids Shows
The Deep,"[""Kids' TV""]",7,3 Seasons,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9457867741369141,2.896977229676713,Drama-heavy Long Series
Vientos de agua,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Dramas']",4,1 Season,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6673767977130205,-0.9958731285627366,Short Comedies
We Are the Wave,"['International TV Shows', ' TV Dramas', ' TV Mysteries']",4,1 Season,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.040554901573748,-0.5087548196573571,Mixed Genre Epics
KENGAN ASHURA,"['Anime Series', ' International TV Shows']",4,2 Seasons,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.6245157857383394,-0.7791006249704838,Family/Kids Shows
Nowhere Man,"['Crime TV Shows', ' International TV Shows', ' TV Action & Adventure']",4,1 Season,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.2879001733735942,-1.3211113669216332,Family/Kids Shows
Sleepless Society: Bedtime Wishes,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",4,1 Season,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.7843558269167142,-1.916954390069706,Family/Kids Shows
"Bring It On, Ghost","['International TV Shows', ' Korean TV Shows', ' Romantic TV Shows']",2,1 Season,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0257646441270967,-1.0960062282392709,Short Comedies
Tomorrow with You,"['International TV Shows', ' Korean TV Shows', ' Romantic TV Shows']",2,1 Season,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0257646441270967,-1.0960062282392709,Short Comedies
Tunnel,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",2,1 Season,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.5084541824098646,-2.5194836145423944,Family/Kids Shows
Shine On with Reese,"['Docuseries', ' Stand-Up Comedy & Talk Shows']",4,1 Season,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,-0.11851732267464754,0.29813418231676075,Family/Kids Shows
"Wait, My Youth","['International TV Shows', ' Romantic TV Shows', ' Teen TV Shows']",5,1 Season,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0508521910799997,-0.04257348447256094,Short Comedies
A Little Thing Called First Love,"['International TV Shows', ' Romantic TV Shows', ' Teen TV Shows']",3,1 Season,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.3267538355868487,-0.6451027089452489,Short Comedies
BoJack Horseman,['TV Comedies'],4,6 Seasons,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.2940224452525546,1.138750794496254,Mixed Genre Epics
Brotherhood,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",4,1 Season,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.7843558269167142,-1.916954390069706,Family/Kids Shows
Drug Squad: Costa del Sol,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']",4,1 Season,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.2859760890786531,-1.9927714700287775,Family/Kids Shows
Monzón: A Knockout Blow,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']",4,1 Season,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.2859760890786531,-1.9927714700287775,Family/Kids Shows
Nailed It! France,"['International TV Shows', ' Reality TV']",2,1 Season,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1642151657378421,-0.8801760128120796,Short Comedies
Nailed It! Spain,"['International TV Shows', ' Reality TV', ' Spanish-Language TV Shows']",5,1 Season,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8595802093300244,-0.5284105047304958,Short Comedies
The Untamed,"['International TV Shows', ' TV Action & Adventure', ' TV Mysteries']",2,1 Season,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.812912199623718,-0.5154410209819726,Mixed Genre Epics
